text,is_correct
the bathroom is inside the toilet,0
the toilet is inside the bathroom,1
the ground is sitting on the bear,0
the bear is sitting on the ground,1
the sky is in the clouds,0
the clouds is in the sky,1
the shirt is wearing the player,0
the player is wearing the shirt,1
the curtain is to the left of the man,0
the man is to the left of the curtain,1
the man is to the right of the curtain,0
the curtain is to the right of the man,1
the ground is to the right of the counter,0
the counter is to the right of the ground,1
the bathroom is in the counter,0
the counter is in the bathroom,1
the ground is to the right of the wall,0
the wall is to the right of the ground,1
the wall is to the left of the ground,0
the ground is to the left of the wall,1
the table is on the camera,0
the camera is on the table,1
the binder is in front of the camera,0
the camera is in front of the binder,1
the building is to the right of the sky,0
the sky is to the right of the building,1
the windows is to the right of the sky,0
the sky is to the right of the windows,1
the sky is to the left of the building,0
the building is to the left of the sky,1
the sky is to the left of the windows,0
the windows is to the left of the sky,1
the building is in front of the sign,0
the sign is in front of the building,1
the sign is behind the building,0
the building is behind the sign,1
the building is on the sign,0
the sign is on the building,1
the sweater is to the left of the woman,0
the woman is to the left of the sweater,1
the sweater is to the left of the woman,0
the woman is to the left of the sweater,1
the woman is to the right of the sweater,0
the sweater is to the right of the woman,1
the woman is to the right of the sweater,0
the sweater is to the right of the woman,1
the woman is to the right of the sweater,0
the sweater is to the right of the woman,1
the sweater is to the left of the woman,0
the woman is to the left of the sweater,1
the sweater is wearing the woman,0
the woman is wearing the sweater,1
the door is to the left of the mirror,0
the mirror is to the left of the door,1
the door is to the left of the bag,0
the bag is to the left of the door,1
the bag is to the right of the door,0
the door is to the right of the bag,1
the mirror is to the right of the door,0
the door is to the right of the mirror,1
the sand is running on the dog,0
the dog is running on the sand,1
the table is on the microwave,0
the microwave is on the table,1
the table is to the left of the door,0
the door is to the left of the table,1
the elephants is in front of the fence,0
the fence is in front of the elephants,1
the fence is at the elephants,0
the elephants is at the fence,1
the fence is inside the elephants,0
the elephants is inside the fence,1
the bed is on the cat,0
the cat is on the bed,1
the shirt is wearing the boy,0
the boy is wearing the shirt,1
the uniform is wearing the boy,0
the boy is wearing the uniform,1
the pants is wearing the boy,0
the boy is wearing the pants,1
the trees is in front of the fence,0
the fence is in front of the trees,1
the fence is behind the trees,0
the trees is behind the fence,1
the sky is in the clouds,0
the clouds is in the sky,1
the sky is in the clouds,0
the clouds is in the sky,1
the bed is sleeping on the dog,0
the dog is sleeping on the bed,1
the bed is sleeping on the dog,0
the dog is sleeping on the bed,1
the boat is hanging over the flags,0
the flags is hanging over the boat,1
the boat is on the tent,0
the tent is on the boat,1
the sauce is with the plate,0
the plate is with the sauce,1
the napkin is near the plate,0
the plate is near the napkin,1
the napkin is to the left of the plate,0
the plate is to the left of the napkin,1
the napkin is to the left of the sauce,0
the sauce is to the left of the napkin,1
the plate is to the right of the napkin,0
the napkin is to the right of the plate,1
the plate is near the napkin,0
the napkin is near the plate,1
the plate is on the bread,0
the bread is on the plate,1
the napkin is to the left of the bread,0
the bread is to the left of the napkin,1
the building is to the right of the tree,0
the tree is to the right of the building,1
the rock is to the left of the building,0
the building is to the left of the rock,1
the tree is to the left of the building,0
the building is to the left of the tree,1
the boulders is to the left of the building,0
the building is to the left of the boulders,1
the building is to the right of the boulders,0
the boulders is to the right of the building,1
the rocks is to the right of the boulders,0
the boulders is to the right of the rocks,1
the building is to the right of the rock,0
the rock is to the right of the building,1
the boulders is to the left of the rock,0
the rock is to the left of the boulders,1
the boulders is to the left of the rocks,0
the rocks is to the left of the boulders,1
the woman is behind the man,0
the man is behind the woman,1
the field is standing on the man,0
the man is standing on the field,1
the woman is to the left of the man,0
the man is to the left of the woman,1
the man is in front of the woman,0
the woman is in front of the man,1
the man is to the right of the woman,0
the woman is to the right of the man,1
the table is on the fork,0
the fork is on the table,1
the hot dog is with the bun,0
the bun is with the hot dog,1
the bun is in the hot dog,0
the hot dog is in the bun,1
the table is on the hot dog,0
the hot dog is on the table,1
the bun is on the hot dog,0
the hot dog is on the bun,1
the bun is longer than the hot dog,0
the hot dog is longer than the bun,1
the table is on the knife,0
the knife is on the table,1
the toilet is to the right of the floor,0
the floor is to the right of the toilet,1
the sink is to the right of the floor,0
the floor is to the right of the sink,1
the floor is to the left of the toilet,0
the toilet is to the left of the floor,1
the arms is to the left of the girl,0
the girl is to the left of the arms,1
the shirt is wearing the girl,0
the girl is wearing the shirt,1
the woman is to the left of the girl,0
the girl is to the left of the woman,1
the girl is to the right of the arms,0
